date,sku_id,plant,consumed_qty
03-01-2025,FIL-0018,Plant-B,9
03-01-2025,FIL-0019,Plant-A,14
03-01-2025,FIL-0020,Plant-D,7
03-01-2025,ELE-0001,Plant-A,5
03-01-2025,ELE-0002,Plant-A,14
03-01-2025,ELE-0003,Plant-A,3
03-01-2025,ELE-0004,Plant-D,14
03-01-2025,ELE-0005,Plant-B,14
03-01-2025,ELE-0006,Plant-B,4
03-01-2025,ELE-0007,Plant-A,14
03-01-2025,ELE-0008,Plant-D,9
03-01-2025,ELE-0009,Plant-A,1
03-01-2025,ELE-0010,Plant-C,14
03-01-2025,ELE-0011,Plant-C,9
03-01-2025,ELE-0012,Plant-A,2
03-01-2025,ELE-0013,Plant-D,8
03-01-2025,ELE-0014,Plant-C,12
03-01-2025,ELE-0015,Plant-A,10
03-01-2025,ELE-0016,Plant-A,13
03-01-2025,ELE-0017,Plant-D,11
03-01-2025,ELE-0018,Plant-C,6
03-01-2025,ELE-0019,Plant-C,8
03-01-2025,ELE-0020,Plant-D,14
03-01-2025,FAS-0001,Plant-B,11
03-01-2025,FAS-0002,Plant-B,13
03-01-2025,FAS-0003,Plant-C,9
03-01-2025,FAS-0004,Plant-D,4
03-01-2025,FAS-0005,Plant-D,11
03-01-2025,FAS-0006,Plant-A,4
03-01-2025,FAS-0007,Plant-A,6
03-01-2025,FAS-0008,Plant-A,3
03-01-2025,FAS-0009,Plant-B,14
03-01-2025,FAS-0010,Plant-B,11
03-01-2025,FAS-0011,Plant-B,9
03-01-2025,FAS-0012,Plant-A,9
03-01-2025,FAS-0013,Plant-C,10
03-01-2025,FAS-0014,Plant-B,8
03-01-2025,FAS-0015,Plant-A,5
03-01-2025,FAS-0016,Plant-C,6
03-01-2025,FAS-0017,Plant-A,7
03-01-2025,FAS-0018,Plant-C,9
03-01-2025,FAS-0019,Plant-B,4
03-01-2025,FAS-0020,Plant-A,1
03-01-2025,CHE-0001,Plant-B,11
03-01-2025,CHE-0002,Plant-B,3
03-01-2025,CHE-0003,Plant-B,2
03-01-2025,CHE-0004,Plant-D,1
03-01-2025,CHE-0005,Plant-D,3
03-01-2025,CHE-0006,Plant-B,3
03-01-2025,CHE-0007,Plant-D,13
03-01-2025,CHE-0008,Plant-C,13
03-01-2025,CHE-0009,Plant-A,9
03-01-2025,CHE-0010,Plant-B,4
03-01-2025,CHE-0011,Plant-B,5
03-01-2025,CHE-0012,Plant-A,11
03-01-2025,CHE-0013,Plant-C,8
03-01-2025,CHE-0014,Plant-D,11
03-01-2025,CHE-0015,Plant-A,13
03-01-2025,CHE-0016,Plant-A,3
03-01-2025,CHE-0017,Plant-D,2
03-01-2025,CHE-0018,Plant-A,10
03-01-2025,CHE-0019,Plant-A,8
03-01-2025,CHE-0020,Plant-C,5
03-01-2025,RAW-0001,Plant-B,11
03-01-2025,RAW-0002,Plant-D,8
03-01-2025,RAW-0003,Plant-D,6
03-01-2025,RAW-0004,Plant-A,11
03-01-2025,RAW-0005,Plant-B,10
03-01-2025,RAW-0006,Plant-A,6
03-01-2025,RAW-0007,Plant-D,12
03-01-2025,RAW-0008,Plant-D,13
03-01-2025,RAW-0009,Plant-A,5
03-01-2025,RAW-0010,Plant-B,1
03-01-2025,RAW-0011,Plant-A,8
03-01-2025,RAW-0012,Plant-A,14
03-01-2025,RAW-0013,Plant-B,3
03-01-2025,RAW-0014,Plant-D,3
03-01-2025,RAW-0015,Plant-B,8
03-01-2025,RAW-0016,Plant-C,8
03-01-2025,RAW-0017,Plant-A,13
03-01-2025,RAW-0018,Plant-B,1
03-01-2025,RAW-0019,Plant-C,8
03-01-2025,RAW-0020,Plant-D,8
03-01-2025,CON-0001,Plant-C,1
03-01-2025,CON-0002,Plant-D,11
03-01-2025,CON-0003,Plant-A,9
03-01-2025,CON-0004,Plant-A,11
03-01-2025,CON-0005,Plant-A,9
03-01-2025,CON-0006,Plant-D,10
03-01-2025,CON-0007,Plant-B,11
03-01-2025,CON-0008,Plant-C,12
03-01-2025,CON-0009,Plant-C,5
03-01-2025,CON-0010,Plant-B,13
03-01-2025,CON-0011,Plant-C,9
03-01-2025,CON-0012,Plant-B,7
03-01-2025,CON-0013,Plant-D,10
03-01-2025,CON-0014,Plant-A,11
03-01-2025,CON-0015,Plant-C,14
03-01-2025,CON-0016,Plant-D,2
03-01-2025,CON-0017,Plant-B,2
03-01-2025,CON-0018,Plant-A,13
03-01-2025,CON-0019,Plant-C,12
03-01-2025,CON-0020,Plant-D,2
04-01-2025,BRG-0001,Plant-B,13
04-01-2025,BRG-0002,Plant-A,11
04-01-2025,BRG-0003,Plant-A,9
04-01-2025,BRG-0004,Plant-C,8
04-01-2025,BRG-0005,Plant-D,4
04-01-2025,BRG-0006,Plant-A,8
04-01-2025,BRG-0007,Plant-D,3
04-01-2025,BRG-0008,Plant-C,6
04-01-2025,BRG-0009,Plant-C,14
04-01-2025,BRG-0010,Plant-A,10
04-01-2025,BRG-0011,Plant-C,2
04-01-2025,BRG-0012,Plant-D,12
04-01-2025,BRG-0013,Plant-A,14
04-01-2025,BRG-0014,Plant-B,13
04-01-2025,BRG-0015,Plant-D,4
04-01-2025,BRG-0016,Plant-B,4
04-01-2025,BRG-0017,Plant-C,4
04-01-2025,BRG-0018,Plant-D,1
04-01-2025,BRG-0019,Plant-A,6
04-01-2025,BRG-0020,Plant-B,10
04-01-2025,SEA-0001,Plant-B,1
04-01-2025,SEA-0002,Plant-D,10
04-01-2025,SEA-0003,Plant-B,11
04-01-2025,SEA-0004,Plant-B,2
04-01-2025,SEA-0005,Plant-D,13
04-01-2025,SEA-0006,Plant-C,4
04-01-2025,SEA-0007,Plant-D,3
04-01-2025,SEA-0008,Plant-D,13
04-01-2025,SEA-0009,Plant-A,7
04-01-2025,SEA-0010,Plant-A,11
04-01-2025,SEA-0011,Plant-C,6
04-01-2025,SEA-0012,Plant-C,3
04-01-2025,SEA-0013,Plant-C,10
04-01-2025,SEA-0014,Plant-B,10
04-01-2025,SEA-0015,Plant-B,28
04-01-2025,SEA-0016,Plant-D,13
04-01-2025,SEA-0017,Plant-C,1
04-01-2025,SEA-0018,Plant-A,13
04-01-2025,SEA-0019,Plant-C,7
04-01-2025,SEA-0020,Plant-A,7
04-01-2025,FIL-0001,Plant-C,13
04-01-2025,FIL-0002,Plant-D,4
04-01-2025,FIL-0003,Plant-C,2
04-01-2025,FIL-0004,Plant-D,14
04-01-2025,FIL-0005,Plant-C,6
04-01-2025,FIL-0006,Plant-C,11
04-01-2025,FIL-0007,Plant-B,1
04-01-2025,FIL-0008,Plant-D,12
04-01-2025,FIL-0009,Plant-A,12
04-01-2025,FIL-0010,Plant-C,5
04-01-2025,FIL-0011,Plant-C,5
04-01-2025,FIL-0012,Plant-B,4
04-01-2025,FIL-0013,Plant-A,3
04-01-2025,FIL-0014,Plant-C,5
04-01-2025,FIL-0015,Plant-A,11
04-01-2025,FIL-0016,Plant-D,10
04-01-2025,FIL-0017,Plant-C,6
04-01-2025,FIL-0018,Plant-A,2
04-01-2025,FIL-0019,Plant-D,3
04-01-2025,FIL-0020,Plant-A,1
04-01-2025,ELE-0001,Plant-D,8
04-01-2025,ELE-0002,Plant-C,2
04-01-2025,ELE-0003,Plant-D,12
04-01-2025,ELE-0004,Plant-D,11
04-01-2025,ELE-0005,Plant-B,12
04-01-2025,ELE-0006,Plant-A,9
04-01-2025,ELE-0007,Plant-A,13
04-01-2025,ELE-0008,Plant-C,8
04-01-2025,ELE-0009,Plant-B,11
04-01-2025,ELE-0010,Plant-D,2
04-01-2025,ELE-0011,Plant-C,7
04-01-2025,ELE-0012,Plant-D,26
04-01-2025,ELE-0013,Plant-A,12
04-01-2025,ELE-0014,Plant-D,8
04-01-2025,ELE-0015,Plant-C,10
04-01-2025,ELE-0016,Plant-B,4
04-01-2025,ELE-0017,Plant-B,9
04-01-2025,ELE-0018,Plant-C,14
04-01-2025,ELE-0019,Plant-B,1
04-01-2025,ELE-0020,Plant-D,12
04-01-2025,FAS-0001,Plant-A,4
04-01-2025,FAS-0002,Plant-D,6
04-01-2025,FAS-0003,Plant-D,9
04-01-2025,FAS-0004,Plant-B,6
04-01-2025,FAS-0005,Plant-A,5
04-01-2025,FAS-0006,Plant-D,2
04-01-2025,FAS-0007,Plant-C,8
04-01-2025,FAS-0008,Plant-A,13
04-01-2025,FAS-0009,Plant-A,8
04-01-2025,FAS-0010,Plant-B,2
04-01-2025,FAS-0011,Plant-B,2
04-01-2025,FAS-0012,Plant-D,6
04-01-2025,FAS-0013,Plant-A,11
04-01-2025,FAS-0014,Plant-A,9
04-01-2025,FAS-0015,Plant-B,12
04-01-2025,FAS-0016,Plant-D,9
04-01-2025,FAS-0017,Plant-B,11
04-01-2025,FAS-0018,Plant-D,3
04-01-2025,FAS-0019,Plant-A,9
04-01-2025,FAS-0020,Plant-A,12
04-01-2025,CHE-0001,Plant-D,14
04-01-2025,CHE-0002,Plant-B,6
04-01-2025,CHE-0003,Plant-D,12
04-01-2025,CHE-0004,Plant-B,1
04-01-2025,CHE-0005,Plant-D,8
04-01-2025,CHE-0006,Plant-D,2
04-01-2025,CHE-0007,Plant-B,1
04-01-2025,CHE-0008,Plant-A,1
04-01-2025,CHE-0009,Plant-A,9
04-01-2025,CHE-0010,Plant-A,14
04-01-2025,CHE-0011,Plant-D,13
04-01-2025,CHE-0012,Plant-B,10
04-01-2025,CHE-0013,Plant-B,7
04-01-2025,CHE-0014,Plant-C,6
04-01-2025,CHE-0015,Plant-B,10
04-01-2025,CHE-0016,Plant-B,10
04-01-2025,CHE-0017,Plant-B,2
04-01-2025,CHE-0018,Plant-D,7
04-01-2025,CHE-0019,Plant-D,1
04-01-2025,CHE-0020,Plant-A,11
04-01-2025,RAW-0001,Plant-C,3
04-01-2025,RAW-0002,Plant-A,6
04-01-2025,RAW-0003,Plant-A,6
04-01-2025,RAW-0004,Plant-C,7
04-01-2025,RAW-0005,Plant-B,9
04-01-2025,RAW-0006,Plant-D,12
04-01-2025,RAW-0007,Plant-B,8
04-01-2025,RAW-0008,Plant-B,12
04-01-2025,RAW-0009,Plant-B,4
04-01-2025,RAW-0010,Plant-C,11
04-01-2025,RAW-0011,Plant-C,7
04-01-2025,RAW-0012,Plant-D,4
04-01-2025,RAW-0013,Plant-B,4
04-01-2025,RAW-0014,Plant-B,10
04-01-2025,RAW-0015,Plant-C,10
04-01-2025,RAW-0016,Plant-C,3
04-01-2025,RAW-0017,Plant-D,9
04-01-2025,RAW-0018,Plant-B,10
04-01-2025,RAW-0019,Plant-B,11
04-01-2025,RAW-0020,Plant-D,6
04-01-2025,CON-0001,Plant-D,7
04-01-2025,CON-0002,Plant-A,13
04-01-2025,CON-0003,Plant-C,13
04-01-2025,CON-0004,Plant-C,10
04-01-2025,CON-0005,Plant-B,7
04-01-2025,CON-0006,Plant-A,4
04-01-2025,CON-0007,Plant-A,8
04-01-2025,CON-0008,Plant-A,7
04-01-2025,CON-0009,Plant-D,7
04-01-2025,CON-0010,Plant-D,3
04-01-2025,CON-0011,Plant-B,2
04-01-2025,CON-0012,Plant-C,2
04-01-2025,CON-0013,Plant-A,6
04-01-2025,CON-0014,Plant-A,8
04-01-2025,CON-0015,Plant-C,11
04-01-2025,CON-0016,Plant-B,12
04-01-2025,CON-0017,Plant-C,3
04-01-2025,CON-0018,Plant-A,13
